season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,runningOver,shortText,commentary,link
2023,1343963,DSG v MICT,MICT,DSG,"Kingsmead, Durban",Durban,South Africa,DSG,2,DJ Willey,David Willey,2,5,8,0,0,40.00,False,True,{},,not out,,
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,DSG,1,KR Mayers,Kyle Mayers,28,15,15,2,3,186.66,False,False,"{'wickets': 2, 'runs': 46}",4.2,c du Plooy b Theekshana,"<strong>around the wicket, and Mayers meets his end</strong>. Tried to lift it over extra cover, but gets an outside edge. Short third takes a smart catch diving forward. Super Kings beginning to apply the brakes ever so slightly",
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,DSG,1,Q de Kock,Quinton de Kock,6,9,9,1,0,66.66,True,False,"{'wickets': 1, 'runs': 33}",3.3,c Makhanya b Coetzee,"gets a hold of this, but the deep fielder has been placed very cleverly. It was there to be lofted over backward point, but Quinton needed to clear the ropes to be truly safe, and <strong>he can't manage that</strong>. Fairly comfortable catch in the deep, and the <strong>Super Kings have their first wicket</strong>",
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,DSG,1,MP Breetzke,Matthew Breetzke,28,24,24,1,1,116.66,False,False,"{'wickets': 4, 'runs': 121}",14.2,c Theekshana b Coetzee,"shimmies across his crease, getting outside the line, looking to take the aerial route over the leg side but merely scuffs a simple catch to short backward square. Failed to pick the slower ball and that's an important breakthrough",
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,DSG,1,PWA Mulder,Wiaan Mulder,0,2,2,0,0,0.00,False,False,"{'wickets': 3, 'runs': 46}",4.4, b Theekshana,"<strong>cleans him up with the wrong'un!</strong> Mulder was trying to hit him back over his head, but doesn't read the one that spins back in. Sneaks through the gate and <strong>clips the top of middle and off. </strong>",
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,DSG,1,H Klaasen,Heinrich Klaasen,65,48,48,7,0,135.41,False,False,"{'wickets': 6, 'runs': 154}",18.4,c Hendricks b Coetzee,"fired out wide, Klaasen swings for the hills, but it's straight off the toe! Can't time the cutter, it spirals down to Hendricks at long-on, and the main man falls!",
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,DSG,1,KMA Paul,Keemo Paul,8,7,7,0,1,114.28,False,False,"{'wickets': 5, 'runs': 132}",15.6,c Brand b Theekshana,"<B>Maheesh has his man! </B>Paul was all at sea, this time it's the carrom ball, he tries to go big over the covers but miscues into the hands of cover himself, on the edge of the ring. An inelegant slog of an innings comes to an end",
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,DSG,1,JO Holder,Jason Holder,28,12,11,4,1,233.33,False,True,{},,not out,,
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,DSG,1,SR Harmer,Simon Harmer,5,3,2,0,0,166.66,False,True,{},,not out,,
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,JSK,2,RR Hendricks,Reeza Hendricks,45,46,69,4,2,97.82,False,False,"{'wickets': 1, 'runs': 157}",16.3,c Mulder b Topley,"pounded to cover, to end a baffling innings! A ten-wicket win wouldn't have been a fair representation of this stand, but it's not to be. Still, at least Hendricks found his range in the end. Threw the bat at a wide one, but couldn't pick the gap",
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,JSK,2,F du Plessis,Faf du Plessis,113,58,86,8,8,194.82,True,True,{},,not out,,
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,JSK,2,D Ferreira,Donovan Ferreira,4,8,13,1,0,50.00,False,False,"{'wickets': 2, 'runs': 170}",18.3,c &dagger;de Kock b Mulder,"thrashes at the wide one, <B>a thin snick to de Kock!</B> Now then... too little too late? Probably, but a precious dot all the same. Extra bounce on the full length, and Ferreira couldn't control his wild impulses",
2023,1343962,JSK v DSG,DSG,JSK,"The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,JSK,2,JL du Plooy,Leus du Plooy,6,3,5,1,0,200.00,False,True,{},,not out,,
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,AM Rossington,Adam Rossington,4,5,4,1,0,80.00,False,False,"{'wickets': 1, 'runs': 4}",0.5,c Miller b Fortuin,"<strong>caught at mid off!</strong> Back of a length delivery angled into the batter. This one hurries onto Rossington too and he does not quite get the elevation he wants. He hits it towards mid off, where Miller times his jump to perfection and snaffles up the chance!",
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,J Hermann,Jordan Hermann,4,10,27,0,0,40.00,False,False,"{'wickets': 2, 'runs': 30}",5.4,c &dagger;Buttler b Jones,"<strong>finds the edge this time! No need for DRS!</strong> Back of a length delivery just outside off stump. Hermann comes down the track and looks to bash it over the off side. But all he can do is feather it through to Buttler, who makes absolutely no mistake!",
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,JT Smuts,JJ Smuts,65,49,68,9,0,132.65,False,False,"{'wickets': 4, 'runs': 102}",15.3,lbw b Shamsi,"<strong>huge appeal, and given!</strong> Very full delivery on middle and leg stump. Smuts has a mow across the line but has perhaps picked the wrong ball to do so. The ball, because of the length, sneaks under his bat and smashes into the pads. Shamsi appeals and the umpire has no hesitation in raising his finger. <strong>But hang on...Smuts wants to have another look at this!</strong> The only thing that can save him is if this pitched outside leg. <strong>Nothing on Ultra Edge, and three reds on Ball Tracking! Smuts has to go!</strong>",
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,AK Markram,Aiden Markram,15,19,29,0,0,78.94,True,False,"{'wickets': 3, 'runs': 74}",12.2, b Phehlukwayo,"<strong>cleans him up!</strong> Hard length on off stump that does not bounce as much as Markram expects it to. He has a swipe across the line but is beaten by the lack of bounce, and also by the pace. The ball breezes past the bat and flattens off stump! Markram has a long gaze at the pitch but has to make the long walk back!",
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,T Stubbs,Tristan Stubbs,18,17,29,3,0,105.88,False,False,"{'wickets': 5, 'runs': 113}",17.5,c Jones b Phehlukwayo,"<strong>in the air and taken at long on!</strong> Full and outside off stump. Stubbs continues to look downtown but toe-ends it very terribly. The ball arrows towards long on, and this time, the fielder makes absolutely no mistake! Massive moment in the game!",
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,M Jansen,Marco Jansen,13,10,21,0,1,130.00,False,False,"{'wickets': 7, 'runs': 124}",19.3,c sub (C Bosch) b Jones,"<strong>taken at long off!</strong> Back of a length delivery outside off stump that sticks in the surface. Jansen looks to straight-bat it over long off again but this time, he is hitting against the wind. He gets a decent piece of it but the ball holds up in the air and Bosch does the rest at long off!",
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,JK Fuller,James Fuller,1,4,6,0,0,25.00,False,False,"{'wickets': 6, 'runs': 116}",18.4, b Ngidi,<strong>chops it on!</strong> Back of a length delivery outside off stump that holds in the surface and just does not arrive. Fuller comes down the track and swings like a rusty gate. He loses his shape completely and ends up chopping it back onto his stumps!,
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,BA Carse,Brydon Carse,4,4,8,0,0,100.00,False,True,{},,not out,,
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,SJ Erwee,Sarel Erwee,1,2,4,0,0,50.00,False,True,{},,not out,,
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,PR,2,JJ Roy,Jason Roy,8,16,25,0,0,50.00,False,False,"{'wickets': 1, 'runs': 46}",5.5,c Erwee b Jansen,"<strong>straight up in the air, and taken!</strong> Length delivery outside off stump. Roy comes down the track and looks to go over the bowler's head. The ball, though, holds in the surface and Roy is early into his stroke. The ball lobs up off the toe-end and Erwee makes no mistake at mid off!",
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,PR,2,JC Buttler,Jos Buttler,51,39,61,4,2,130.76,False,False,"{'wickets': 4, 'runs': 80}",12.5, b van der Merwe,"<strong>knocks him over! Oh my, what a moment in the game!</strong> Slowed up on a length on middle and leg stump. Buttler hangs back in his crease and tries to manoeuvre it into the off side. He is just too early on the stroke, though, and misses a straight ball. It then crashes into middle and leg stump, and van der Merwe is absolutely pumped!",
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,PR,2,WJ Lubbe,Wihan Lubbe,2,4,7,0,0,50.00,False,False,"{'wickets': 2, 'runs': 49}",6.4,lbw b van der Merwe,"<strong>huge appeal, and given!</strong> Very full delivery on middle and off stump. Lubbe tries the cheeky reverse sweep but makes a hash of it. He picks the wrong length too, before missing the ball and getting rapped on the pads. <strong>The umpire has no hesitation in raising his finger but Lubbe wants to go upstairs!</strong> <strong>Nothing on Ultra Edge, and the impact returns as Umpire's Call. The ball, according to Ball Tracking, would have hit the stumps too and Lubbe has to walk back!</strong>",
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,PR,2,M Van Buuren,Mitchell Van Buuren,14,15,22,0,1,93.33,False,False,"{'wickets': 3, 'runs': 72}",11.2,c van der Merwe b Magala,"<strong>in the air, and taken comfortably!</strong> Length delivery on middle and leg stump that sticks in the surface. van Buuren, like many before him, closes the bat face too early and spoons it off the leading edge towards extra cover, where van der Merwe does the rest!",
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,PR,2,AL Phehlukwayo,Andile Phehlukwayo,4,7,15,0,0,57.14,False,False,"{'wickets': 5, 'runs': 91}",14.2,c Fuller b Smuts,"<strong>holes out to deep backward square leg!</strong> Length delivery on leg stump. Phehlukwayo has a swing at it and gets decent enough contact. The only problem, though, is that he hits it straight down Fuller's throat at deep backward square leg!",
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,PR,2,DA Miller,David Miller,37,23,30,0,4,160.86,True,True,{},,not out,,
2023,1343961,SEC v PR,SEC,PR,"St George's Park, Gqeberha",Gqeberha,South Africa,PR,2,DJ Vilas,Dane Vilas,12,10,21,1,0,120.00,False,True,{},,not out,,
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,PC,1,BKG Mendis,Kusal Mendis,29,19,35,4,1,152.63,False,False,"{'wickets': 1, 'runs': 88}",6.6,c Linde b Rashid Khan,"<strong>superb work on the fence, finally!</strong> Back of a length delivery on off stump that seems to hurry onto the batter. Mendis has a swipe at it but clogs it a touch. Rickelton judges the catch to perfection at deep mid wicket, takes it at the first go and then flicks it back to Linde as soon as he realises that he will step onto the boundary cushion! But has he managed to do so? <strong>The third umpire is having multiple looks at it before agreeing that the fielder has pulled it off successfully! </strong>",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,PC,1,WG Jacks,Will Jacks,62,27,39,5,5,229.62,False,False,"{'wickets': 2, 'runs': 94}",7.5,c &dagger;Roelofsen b Smith,<strong>edged and taken!</strong> Back of a length delivery in the channel that might have nipped away ever so slightly. Jacks has a nibble at it without much foot movement and gets a feather through to the keeper. Smith is over the moon; Jacks is not very pleased with his stroke. Massive moment in the game!,
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,PC,1,RR Rossouw,Rilee Rossouw,1,5,10,0,0,20.00,False,False,"{'wickets': 3, 'runs': 94}",8.4,lbw b Rashid Khan,"<strong>Rashid gets Rossouw!</strong> Length delivery on middle and off stump that skids through. It looks like Rossouw has not picked it again and goes back to a ball he should have been forward to. He is nowhere close to the ball in the end as the ball smashes into the pads in front of middle and off stump. The umpire raises his finger, and Rossouw does not even bother with the review! That looked plumb!",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,PC,1,TB de Bruyn,Theunis de Bruyn,36,26,50,2,2,138.46,False,False,"{'wickets': 6, 'runs': 157}",17.2,c Brevis b Archer,"<strong>picks out short fine leg to perfection!</strong> Another very full delivery outside off stump, and de Bruyn looks to repeat the stroke. This time, though, he cramps himself for room a touch and the fullness means he can't quite get under it. He arrows it straight to short fine leg, who makes no mistake!",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,PC,1,S Muthusamy,Senuran Muthusamy,3,4,9,0,0,75.00,False,False,"{'wickets': 4, 'runs': 100}",9.5,c &dagger;Roelofsen b Archer,"<strong><strong>what a ripper!</strong> And Archer brings out the Marcus Rashford (and Bukayo Saka from yesterday) celebration too!</strong> Length delivery angled into the batter on off stump. On pitching, though, this one snakes away and squares up the batter completely. Muthusamy dangles his bat out, more in hope than anything, and ends up feathering it through to the keeper!",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,PC,1,C Fortuin,Clyde Fortuin,11,14,24,0,0,78.57,False,False,"{'wickets': 5, 'runs': 132}",14.1, b Rashid Khan,"<strong>500 T20 wickets for Rashid!</strong> Full and outside off stump. Fortuin, who has been feeling the pinch in the last few overs, has another wild hack at it. But he swings too hard and is nowhere close to the pitch of the ball either. He ends up dragging it onto his stumps. <strong>Take a bow, Rashid Khan!</strong>",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,PC,1,JDS Neesham,James Neesham,22,18,29,3,0,122.22,False,True,{},,not out,,
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,PC,1,WD Parnell,Wayne Parnell,1,2,4,0,0,50.00,True,False,"{'wickets': 7, 'runs': 159}",17.5,c Potgieter b Archer,<strong>Archer gets another!</strong> Slower delivery dug into the track on leg stump. Parnell looks to get inside the line and help it past short fine leg but ends up hitting it straight down the fielder's throat! MI Cape Town continue to chip away at the wickets!,
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,PC,1,E Bosch,Eathan Bosch,7,5,12,1,0,140.00,False,False,"{'wickets': 8, 'runs': 180}",19.4,c Rickelton b Smith,<strong>Bosch bites the dust!</strong> Slower delivery on a back of a length outside off stump. Bosch continues swinging but he is again too early into the stroke. The ball skews up off the outside edge and swirls towards backward point. Rickelton calls early and completes the catch!,
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,PC,1,AU Rashid,Adil Rashid,1,1,2,0,0,100.00,False,True,{},,not out,,
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,MICT,2,D Brevis,Dewald Brevis,46,30,-,4,3,153.33,False,False,"{'wickets': 3, 'runs': 101}",12.4,c Neesham b Nortje,"<strong>Nortje breaks the game open, what a bowler!</strong> Nortje has been bowling thunderbolts all tournament but on this occasion, he brings out this canny leg-cutter that Brevis has no clue about. In fact, it is the last thing he is expecting and he is a week early into the stroke, eventually spooning it straight to extra cover. What a huge moment in this game!",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,MICT,2,RD Rickelton,Ryan Rickelton,11,11,-,2,0,100.00,False,False,"{'wickets': 1, 'runs': 18}",2.4,c sub (M Pretorius) b Bosch,"<strong>soft dismissal!</strong> Back of a length delivery angled across outside off stump. Rickelton looks to work to leg but because the ball sticks in the surface, he ends up getting a tame leading edge that nestles into mid off's palms! Just the wicket the Capitals needed inside the powerplay!",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,MICT,2,SM Curran,Sam Curran,22,18,-,3,1,122.22,False,False,"{'wickets': 2, 'runs': 54}",7.2, b Rashid,"<strong>knocks him over with an absolute peach!</strong> Given a bit of air on a length just outside off stump. Curran thinks he has enough width to work with and is shaping for the cut. The ball, though, pitches and spins back a mile, going past Curran's flailing bat and crashing into the stumps! Curran can't quite believe what has happened but he has to walk back!",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,MICT,2,HE van der Dussen,Rassie van der Dussen,24,25,-,0,1,96.00,False,False,"{'wickets': 6, 'runs': 124}",16.1,lbw b Parnell,"<strong>huge appeal, and that looks very adjacent!</strong> Full delivery on middle and leg stump. van der Dussen walks across his stumps and then misses the ball altogether. The ball smashes into the pads and to the naked eye, it looks very out. <strong>van der Dussen, though, wants to have another look! </strong>. <strong>Nothing on Ultra Edge, and three reds on Ball Tracking! van der Dussen has to go!</strong> That pitched just in line but the Capitals will not care one bit!",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,MICT,2,GF Linde,George Linde,6,5,-,1,0,120.00,False,False,"{'wickets': 4, 'runs': 116}",14.3,c sub (M Pretorius) b Jacks,"<strong>skies it, and taken at long off! The Jacks gamble has worked!</strong> Given plenty of air on a length. Linde's eyes light up and he looks to go downtown. He is not to the pitch of the ball, though, and has to reach out for it, meaning that he slices it miles up into the air. Long off settles under it, and completes the catch!",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,MICT,2,G Roelofsen,Grant Roelofsen,4,5,-,0,0,80.00,False,False,"{'wickets': 5, 'runs': 123}",15.3,c Muthusamy b Rashid,"<strong>taken at deep mid wicket!</strong> Flighted beautifully on middle and leg stump, and that length entices Roelofsen to have a go at it. Much like Linde, though, he is not close enough to the ball to generate the requisite power. In the end, he skies it towards deep mid wicket, where the fielder does the rest!",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,MICT,2,OF Smith,Odean Smith,1,6,-,0,0,16.66,False,False,"{'wickets': 7, 'runs': 127}",16.6, b Parnell,"<strong>flattens off stump!</strong> Low full toss that hones in on off stump. Smith continues swinging like a rusty gate and much like the rest of his innings, he does not make any contact. The ball breezes past the bat and thunders into off stump!",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,MICT,2,Rashid Khan,Rashid Khan,2,3,-,0,0,66.66,True,False,"{'wickets': 8, 'runs': 127}",17.1,c Bosch b Nortje,<strong>Rashid bites the dust!</strong> Back of a length delivery outside off stump that hurries onto the batter. Rashid has an agricultural hack at it and is awfully late on the stroke. The ball spoons up off the leading edge and Bosch completes an easy catch at extra cover!,
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,MICT,2,D Potgieter,Delano Potgieter,1,1,-,0,0,100.00,False,True,{},,not out,,
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,MICT,2,JC Archer,Jofra Archer,1,2,-,0,0,50.00,False,False,"{'wickets': 9, 'runs': 129}",17.4,c Parnell b Nortje,"<strong>straight to mid off! Three for Nortje!</strong> Back of a length delivery outside off stump that rushes onto Archer. He tries to muscle it over mid off but because he can't complete his swing, he ends up hitting it straight down Parnell's throat!",
2023,1343960,MICT v PC,PC,MICT,"Newlands, Cape Town",Cape Town,South Africa,MICT,2,K Rabada,Kagiso Rabada,1,3,-,0,0,33.33,False,False,"{'wickets': 10, 'runs': 130}",18.1, b Parnell,"<strong>that will be that! The Capitals win, and they pick up a bonus point!</strong> Full toss slanted into middle and off stump. It seems that Rabada is not expecting that length and is late on the stroke. The ball whistles past the bat and then leaves the stumps in an almighty mess!",
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,AM Rossington,Adam Rossington,72,30,36,10,4,240.00,False,False,"{'wickets': 1, 'runs': 101}",8.2,run out (Subrayen/&dagger;de Kock/Mulder),"Free hit is full and wide, slashed again. Rossington runs for the second, Hermann is still at the other end. Keeper gets the throw, sends it to the bowler who dislodges the bails as Rossington runs back. <strong>Rossington is walking, he's out on a free hit!</strong> Replays show he's well short. Good take from Mulder, who went low to the left, swung his hand to the other side. It was a low, wide full toss that was outside the tramline. Rossington reached out and laid the horizontal bat on it. Hermann called out 'no', but Rossington turned and ran quickly.",
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,J Hermann,Jordan Hermann,59,44,73,9,1,134.09,False,False,"{'wickets': 2, 'runs': 169}",16.3,c Klaasen b Pretorius,"<s>Two-in-two!</s> <strong>Excellently-judged by Holder at long-on</strong> and that's the end of Hermann! Pretorius bowls it full and outside leg, Hermann once again backs away to hit it straight over. But ends up getting more height than distance. Holder has his eyes on it and takes it, but seems to be <b>losing his balance and throws it back to Klaasen at long-off </b>. The TV ump has a couple of looks and is convinced.",
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,AK Markram,Aiden Markram,44,34,55,3,1,129.41,True,True,{},,not out,,
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,SEC,1,T Stubbs,Tristan Stubbs,27,13,19,1,2,207.69,False,True,{},,not out,,
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,DSG,2,KR Mayers,Kyle Mayers,11,20,-,0,1,55.00,False,False,"{'wickets': 6, 'runs': 57}",8.6,c Stubbs b van der Merwe,"<strong>Stubbs, you beauty! Runs in, dives forward and hangs on to a terrific catch to give van der Merwe his fourth</strong>. He darts it short on off and middle, Mayers goes back to pull it over deep midwicket, which is the longest part of the field. Finds the lone man there and that sets van der Merwe running.",
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,DSG,2,MP Breetzke,Matthew Breetzke,3,7,-,0,0,42.85,False,False,"{'wickets': 1, 'runs': 4}",1.5, b Markram,"<strong>Bowled! Goes across too far and misses the sweep!</strong> Markram is pumped. Saw the batter go across early, got it wide on a length and ragged it in. May have got a bit of glove on the way. Disturbed the woodwork.",
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,DSG,2,PWA Mulder,Wiaan Mulder,29,15,-,4,1,193.33,False,False,"{'wickets': 2, 'runs': 34}",5.3,c Magala b Jansen,"<strong>Mulder finds short third!</strong> Magala's sharp, leaps to the left and plucks it. Athletic catch brings out celebrations and cheers from the crowd. Was on a length, wide. Mulder slashed hard. The edge off the cut was in Magala's reach and he took it low.",
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,DSG,2,H Klaasen,Heinrich Klaasen,1,2,-,0,0,50.00,False,False,"{'wickets': 3, 'runs': 35}",6.1, b van der Merwe,"<strong>Off pole knocked, van der Merwe is ecstatic!</strong> Given air, landed on a length around middle. Turned away, Klaasen cleared his front leg and tried to pull it. Went a bit lower than he expected and sent the bails on a flight.",
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,DSG,2,Q de Kock,Quinton de Kock,0,1,-,0,0,0.00,True,False,"{'wickets': 4, 'runs': 35}",6.2,lbw b van der Merwe,"<strong>Big LBW appeal, given! QDK reviews.</strong> Very full ball, beat de Kock on the sweep. This one looked to have pitched in line. Looked to have gone on with the arm. Pitched on middle and leg, impact in line (hit the pad low, under the knee roll), hitting the inner-half of off stump. Finger goes up. Sunrisers have had the perfect game thus far.",
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,DSG,2,JO Holder,Jason Holder,7,8,-,1,0,87.50,False,False,"{'wickets': 5, 'runs': 50}",8.2,c &amp; b van der Merwe,"<strong>Skied, van der Merwe goes to midwicket. Gets under it and takes it!</strong> Length from around the wicket, spun away a bit to around off. Holder went for the slog sweep, top edged it. Van der Merwe got there, was limboing as the ball was coming down. Took it fingers pointing up and roared in celebration.",
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,DSG,2,D Pretorius,Dwaine Pretorius,3,4,-,0,0,75.00,False,False,"{'wickets': 8, 'runs': 66}",10.1, b van der Merwe,<b>Five-wicket haul for van der Merwe</b> and he will be unstoppable tonight. Lands it on a fullish length around middle and leg and gets it to turn away. Pretorius goes back to punch it but is beaten on the outside and is bowled. Van der Merwe likes it and it is the first five-for in the SA20.,
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,DSG,2,KMA Paul,Keemo Paul,7,4,-,0,1,175.00,False,False,"{'wickets': 7, 'runs': 66}",9.6,c Hermann b Crane,"<strong>More catching practice for Sunrisers' fielders</strong>. Lands this on a length around middle and leg, Paul gets down to play the sweep. Makes good contact but hits it straight down deep backward square leg's throat.",
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,DSG,2,KA Maharaj,Keshav Maharaj,12,10,-,0,1,120.00,False,True,{},,not out,,
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,DSG,2,P Subrayen,Prenelan Subrayen,4,8,-,0,0,50.00,False,False,"{'wickets': 9, 'runs': 74}",12.4, b van der Merwe,"<b>Wicket No. 6 for van der Merwe!</b> Fires it full on off, Subrayen charges down for a heave but misses it completely. Sees his off stump pegged back and boy, does van der Merwe like it!",
2023,1343959,SEC v DSG,SEC,DSG,"St George's Park, Gqeberha",Gqeberha,South Africa,DSG,2,A Dananjaya,Akila Dananjaya,4,9,-,0,0,44.44,False,False,"{'wickets': 10, 'runs': 86}",14.4,c Markram b Smuts,"All over! Huge 124-run win for Sunrisers. Floated full around middle and leg, Dananjaya slinks down and flicks it straight to midwicket.",
2023,1343958,PR v PC,PC,PR,"Boland Park, Paarl",Paarl,South Africa,PC,1,BKG Mendis,Kusal Mendis,37,26,37,5,1,142.30,False,False,"{'wickets': 2, 'runs': 57}",7.2,c Miller b Shamsi,"<strong>Oh, David Miller, that is a stunning catch!</strong> And, it is the all-important wicket of Mendis. Leg-spinner that turns into him sharply. Mendis looks to work it away, gets a bit of a leading-edge. The ball seems to be falling in no-man's land, but <b>Miller runs back from square leg, dives full-length and snaps it up one-handed, inches from the turf.</b>",
2023,1343958,PR v PC,PC,PR,"Boland Park, Paarl",Paarl,South Africa,PC,1,WG Jacks,Will Jacks,4,3,6,1,0,133.33,False,False,"{'wickets': 1, 'runs': 5}",0.6,lbw b Fortuin,"<strong>Oh, loud, loud appeal as Jacks is hit right in front of the stumps! And, the umpire agrees.</strong> Jacks has reviewed, but I think more in hope. <b>Yes, DRS confirms the ball would have smashed into leg stump.</n> Angles this into the batter, who gets across looking to push it to the on-side. Misses, and once that happened, it was always going to be trouble for Jacks. So, Fortuin, the highest wicket-taker of the competition, nabs the highest run-scorer.",
2023,1343958,PR v PC,PC,PR,"Boland Park, Paarl",Paarl,South Africa,PC,1,TB de Bruyn,Theunis de Bruyn,53,47,82,3,1,112.76,False,False,"{'wickets': 5, 'runs': 135}",17.1,c Lubbe b Adams,"slower ball that appeared to be in the hitting arc, but he's somehow holed out to deep midwicket, <strong>where a terrific catch is taken</strong>. It almost seemed to hold up in the wind, <strong>which allowed Lubbe to scamper to his right and then leap forward to get rid of the dangerous du Bruy</strong>n",
